#gene_id,gene_name,Length
ENSG00000221287.1,MIR1289-2,111
ENSG00000280104.1,CTB-3M24.2,527
ENSG00000273939.1,AC010608.1,63
ENSG00000279197.1,CTB-3M24.1,470
ENSG00000251243.1,AC005178.1,440
ENSG00000249073.1,CTD-2131I18.1,3593
ENSG00000113583.7,C5orf15,13286
ENSG00000213585.9,VDAC1,33219
ENSG00000271737.1,CTB-113I20.2,416
ENSG00000271128.1,CTB-113I20.1,127
ENSG00000081059.18,TCF7,37155
ENSG00000113558.17,SKP1,28104
ENSG00000272772.1,CTD-2410N18.5,58902
ENSG00000113575.8,PPP2CA,31809
ENSG00000273345.4,CTD-2410N18.4,165431
ENSG00000266751.1,MIR3661,96
ENSG00000270177.1,CTD-2410N18.3,1418
ENSG00000239615.1,CTD-2410N18.1,436
ENSG00000006837.10,CDKL3,84698
ENSG00000119048.6,UBE2B,20814
ENSG00000279469.1,RP11-215P8.2,649
ENSG00000248559.1,RP11-215P8.3,2427
ENSG00000237190.3,CDKN2AIPNL,9812
ENSG00000243648.1,RP11-215P8.1,498
ENSG00000250564.1,RP11-215P8.4,31565
ENSG00000250994.1,AC005355.1,55809
ENSG00000207222.1,RNU6-456P,107
ENSG00000251169.2,AC005355.2,2678
ENSG00000240250.3,RN7SL541P,283
ENSG00000280420.1,AC005355.3,484
ENSG00000043143.19,JADE2,58919
ENSG00000152700.12,SAR1B,48128
ENSG00000207459.1,RNU6-1311P,107
ENSG00000113615.11,SEC24A,79035
ENSG00000201298.1,RNU6-1164P,107
ENSG00000222266.1,RNU6-757P,100
ENSG00000164615.4,CAMLG,13660
ENSG00000145833.14,DDX46,96363
ENSG00000241179.1,CTB-2L9.1,355
ENSG00000181904.8,C5orf24,14058
ENSG00000270892.1,AC006077.4,343
ENSG00000113621.13,TXNDC15,27723
ENSG00000132570.13,PCBD2,103054
ENSG00000279799.1,AC006077.3,457
ENSG00000244921.2,CTB-36O1.7,747
ENSG00000249119.1,MTND6P4,522
ENSG00000248923.1,MTND5P11,1812
ENSG00000247627.2,MTND4P12,1377
ENSG00000198868.3,CTB-36O1.4,297
ENSG00000263963.1,MIR4461,74
ENSG00000249192.1,CTB-36O1.3,135
ENSG00000152705.7,CATSPER3,43802
ENSG00000069011.14,PITX1,7079
ENSG00000224186.7,C5orf66,324940
ENSG00000277619.1,CTC-276P9.4,1374
ENSG00000249082.2,C5orf66-AS1,1217
ENSG00000248753.1,CTC-276P9.2,19156
ENSG00000248482.1,CTC-276P9.3,6870
ENSG00000249647.2,C5orf66-AS2,11946
ENSG00000113648.15,H2AFY,66015
ENSG00000270021.1,CTC-203F4.2,2017
ENSG00000251380.3,DCANP1,3135
ENSG00000255833.1,TIFAB,8182
ENSG00000249639.1,CTB-138E5.1,8085
ENSG00000181965.5,NEUROG1,1668
ENSG00000250167.1,CTC-321K16.1,75298
ENSG00000145824.11,CXCL14,8601
ENSG00000251045.1,CTC-321K16.4,5352
ENSG00000238393.1,AC009009.1,98
ENSG00000223539.4,AC011431.1,3895
ENSG00000263840.1,AC011431.2,86
ENSG00000265924.1,MIR5692C1,91
ENSG00000264039.1,AC114296.1,89
ENSG00000250378.1,RP11-119J18.1,13916
ENSG00000145832.11,SLC25A48,53989
ENSG00000145839.1,IL9,3582
ENSG00000254239.1,GS1-39E22.2,2614
ENSG00000253927.1,GS1-39E22.1,17809
ENSG00000145826.7,LECT2,32756
ENSG00000164616.13,FBXL21,21275
ENSG00000120708.15,TGFBI,34924
ENSG00000270123.3,VTRNA2-1,127
ENSG00000278815.1,VTRNA2-1,101
ENSG00000164621.5,SMAD5-AS1,5384
ENSG00000277859.1,SMAD5-AS1_1,266
ENSG00000113658.15,SMAD5,55903
ENSG00000275646.1,SMAD5-AS1_2,131
ENSG00000277524.1,SMAD5-AS1_3,124
ENSG00000274934.1,SMAD5-AS1_4,167
ENSG00000271824.1,AC009014.3,1667
ENSG00000069018.16,TRPC7,152218
ENSG00000248211.1,TRPC7-AS1,8112
ENSG00000250947.1,TRPC7-AS2,12344
ENSG00000279240.1,AC063980.3,20695
ENSG00000248351.1,HSPD1P18,244
ENSG00000213568.4,HNRNPA1P13,963
ENSG00000249803.4,RP11-114H21.2,53622
ENSG00000250284.1,CTB-1I21.1,19760
ENSG00000248616.1,CTB-1I21.2,715
ENSG00000222285.1,RNA5SP193,107
ENSG00000152377.11,SPOCK1,623082
ENSG00000221612.1,AC106775.1,68
ENSG00000146021.13,KLHL3,118591
ENSG00000216009.2,MIR874,112
ENSG00000177733.6,HNRNPA0,8726
ENSG00000270697.1,RP11-381K20.4,391
ENSG00000226306.6,NPY6R,9559
ENSG00000250159.5,RP11-381K20.2,75004
ENSG00000120729.8,MYOT,20061
ENSG00000078795.15,PKD2L2,54780
ENSG00000031003.9,FAM13B,114002
ENSG00000277843.1,AC106753.1,108
ENSG00000246323.2,RP11-325L7.1,4493
ENSG00000250260.1,RP11-325L7.2,781
ENSG00000222924.1,RNU6-1148P,104
ENSG00000061492.10,WNT8A,8474
ENSG00000112981.4,NME5,24272
ENSG00000212460.1,RNU6-460P,108
ENSG00000199880.1,RNU6-888P,101
ENSG00000112983.16,BRD8,39221
ENSG00000112984.10,KIF20A,8997
ENSG00000094880.9,CDC23,25696
ENSG00000146013.9,GFRA3,22293
ENSG00000249851.1,RP11-166J22.1,762
ENSG00000158402.17,CDC25C,53091
ENSG00000120709.9,FAM53C,17795
ENSG00000249971.1,RP11-256P1.1,2615
ENSG00000120733.12,KDM3B,84433
ENSG00000132563.14,REEP2,7953
ENSG00000271196.1,RP11-461O14.3,193
ENSG00000120738.7,EGR1,3826
ENSG00000241458.1,RPL7P19,618
ENSG00000120705.11,ETF1,37206
ENSG00000278947.1,AC011385.1,201
ENSG00000113013.11,HSPA9,20563
ENSG00000222937.1,SNORD63,70
ENSG00000206989.1,SNORD63,68
ENSG00000044115.19,CTNNA1,324068
ENSG00000232174.3,CTB-164L20.1,636
ENSG00000238745.1,snoU13,104
ENSG00000253404.1,AC034243.1,8876
ENSG00000146006.7,LRRTM2,6446
ENSG00000120725.11,SIL1,346838
ENSG00000201532.1,RNA5SP194,113
ENSG00000249593.5,CTB-46B19.2,38557
ENSG00000242683.1,CTB-46B19.1,840
ENSG00000252533.1,RNU6-572P,80
ENSG00000280987.1,MATR3,57926
ENSG00000281398.1,SNHG4,9143
ENSG00000252213.1,SNORA74,141
ENSG00000200959.1,SNORA74A,198
ENSG00000281220.1,AC011404.1,133
ENSG00000015479.16,MATR3,37712
ENSG00000199545.1,RNA5SP195,117
ENSG00000253015.1,RN7SKP64,328
ENSG00000120727.11,PAIP2,28134
ENSG00000272742.1,CTB-43P18.1,5041
ENSG00000170482.15,SLC23A1,17358
ENSG00000170476.14,MZB1,2602
ENSG00000228672.3,PROB1,5122
ENSG00000170469.9,SPATA24,7526
ENSG00000170464.8,DNAJC18,35904
ENSG00000279686.1,ECSCR,20392
ENSG00000200378.1,RNU5B-4P,111
ENSG00000249751.3,ECSCR,14188
ENSG00000184584.11,TMEM173,7402
ENSG00000249689.1,AC138517.5,568
ENSG00000249215.1,AC138517.4,1861
ENSG00000131508.14,UBE2D2,102003
ENSG00000207020.1,Y_RNA,102
ENSG00000275506.1,CTD-2062A1.2,362
ENSG00000272255.1,CTD-3224K15.3,543
ENSG00000171604.10,CXXC5,36584
ENSG00000250635.1,CTD-3224K15.2,730
ENSG00000249526.1,CTB-35F21.1,60366
ENSG00000200756.1,RNU6-236P,106
ENSG00000249131.1,CTB-35F21.2,4875
ENSG00000251387.1,CTB-35F21.3,2879
ENSG00000271792.1,CTB-35F21.5,168
ENSG00000146005.3,PSD2,48646
ENSG00000158458.18,NRG2,196521
ENSG00000250692.1,CTB-35F21.4,8100
ENSG00000207317.1,Y_RNA,101
ENSG00000245146.5,LINC01024,35774
ENSG00000185129.5,PURA,17843
ENSG00000182700.4,IGIP,3458
ENSG00000254363.5,CTB-131B5.5,15733
ENSG00000120306.8,CYSTM1,107411
ENSG00000264890.1,AC011379.1,90
ENSG00000250069.1,CTB-131B5.2,3025
ENSG00000113068.8,PFDN1,58083
ENSG00000281227.1,AC011380.1,1964
ENSG00000113070.7,HBEGF,13789
ENSG00000253965.1,CTC-329D1.3,9311
ENSG00000113073.13,SLC4A9,14942
ENSG00000249637.1,CTC-329D1.2,30477
ENSG00000222790.1,RNU4-14P,122
ENSG00000131503.19,ANKHD1,138043
ENSG00000254996.4,ANKHD1-EIF4EBP3,147662
ENSG00000200051.1,SNORD45,77
ENSG00000213523.8,SRA1,20971
ENSG00000243056.1,EIF4EBP3,1913
ENSG00000113108.16,APBB3,35485
ENSG00000274910.1,MIR6831,81
ENSG00000176087.13,SLC35A4,4648
ENSG00000200235.1,SNORA27,126
ENSG00000251453.1,HAUS1P1,832
ENSG00000240518.2,RP11-515C16.1,316
ENSG00000170458.12,CD14,1974
ENSG00000131495.7,NDUFA2,9046
ENSG00000113119.11,TMCO6,5982
ENSG00000113141.14,IK,15422
ENSG00000264052.1,MIR3655,83
ENSG00000120314.17,WDR55,9449
ENSG00000256453.1,DND1,2793
ENSG00000170445.11,HARS,18852
ENSG00000112855.13,HARS2,7866
ENSG00000146007.9,ZMAT2,7997
ENSG00000199990.1,VTRNA1-1,99
ENSG00000202111.1,VTRNA1-2,89
ENSG00000202515.1,VTRNA1-3,89
ENSG00000250515.1,RP11-515C16.7,574
ENSG00000248106.2,AC005609.2,712
ENSG00000204970.8,PCDHA1,226212
ENSG00000279726.1,AC005609.16,33737
ENSG00000204969.6,PCDHA2,217493
ENSG00000255408.3,PCDHA3,211317
ENSG00000204967.9,PCDHA4,205416
ENSG00000204965.7,PCDHA5,190741
ENSG00000081842.16,PCDHA6,184387
ENSG00000204963.5,PCDHA7,178097
ENSG00000204962.5,PCDHA8,171158
ENSG00000204961.6,PCDHA9,164882
ENSG00000278907.1,AC005609.19,592
ENSG00000250120.5,PCDHA10,156462
ENSG00000249504.3,PCDHA14,2298
ENSG00000278946.1,AC005609.20,447
ENSG00000249158.5,PCDHA11,144162
ENSG00000251664.3,PCDHA12,137043
ENSG00000278915.1,AC005609.18,577
ENSG00000278901.1,AC005609.17,4570
ENSG00000239389.6,PCDHA13,130137
ENSG00000248383.4,PCDHAC1,85976
ENSG00000279028.1,CTC-270D5.2,279
ENSG00000243232.4,PCDHAC2,46110
ENSG00000279047.2,CTC-270D5.1,50143
ENSG00000171815.5,PCDHB1,8210
ENSG00000279558.1,CH17-140K24.1,6406
ENSG00000112852.6,PCDHB2,4126
ENSG00000272154.3,AC005754.7,74150
ENSG00000113205.4,PCDHB3,52164
ENSG00000272108.1,AC005754.8,2086
ENSG00000081818.3,PCDHB4,3825
ENSG00000113209.8,PCDHB5,3408
ENSG00000280029.2,CH17-140K24.2,108698
ENSG00000113211.5,PCDHB6,3266
ENSG00000255622.3,PCDHB17P,3066
ENSG00000280336.1,CH17-140K24.3,663
ENSG00000113212.6,PCDHB7,3765
ENSG00000120322.3,PCDHB8,2740
ENSG00000279472.1,CH17-140K24.4,4521
ENSG00000272674.3,PCDHB16,5001
ENSG00000279068.1,CH17-140K24.5,6174
ENSG00000278936.1,CH17-140K24.7,17996
ENSG00000177839.6,PCDHB9,4415
ENSG00000120324.6,PCDHB10,8324
ENSG00000279375.1,CH17-140K24.6,2490
ENSG00000197479.6,PCDHB11,4198
ENSG00000120328.6,PCDHB12,3875
ENSG00000187372.11,PCDHB13,5061
ENSG00000120327.6,PCDHB14,4828
ENSG00000279983.1,CH17-140K24.8,22490
ENSG00000146001.5,PCDHB18P,3197
ENSG00000262096.2,PCDHB19P,3112
ENSG00000113248.5,PCDHB15,4017
ENSG00000277795.1,AC005752.10,2130
ENSG00000178913.7,TAF7,60597
ENSG00000120329.6,SLC25A2,1417
ENSG00000272070.1,AC005618.6,3148
ENSG00000204956.5,PCDHGA1,182411
ENSG00000081853.14,PCDHGA2,174220
ENSG00000254245.2,PCDHGA3,169151
ENSG00000254221.2,PCDHGB1,162878
ENSG00000280026.1,AC005618.8,554
ENSG00000262576.2,PCDHGA4,157955
ENSG00000253910.2,PCDHGB2,152938
ENSG00000253485.2,PCDHGA5,148748
ENSG00000262209.2,PCDHGB3,142716
ENSG00000253731.2,PCDHGA6,139066
ENSG00000253537.2,PCDHGA7,130241
ENSG00000253953.2,PCDHGB4,125282
ENSG00000253767.2,PCDHGA8,122823
ENSG00000276547.1,PCDHGB5,114993
ENSG00000261934.2,PCDHGA9,110048
ENSG00000253305.2,PCDHGB6,104959
ENSG00000253846.2,PCDHGA10,99993
ENSG00000254122.2,PCDHGB7,95335
ENSG00000253873.4,PCDHGA11,91933
ENSG00000248449.2,PCDHGB8P,2873
ENSG00000279855.1,AC005618.9,458
ENSG00000253159.2,PCDHGA12,82391
ENSG00000276545.1,PCDHGB9P,2597
ENSG00000273557.1,CTD-2024I7.18,3064
ENSG00000240184.5,PCDHGC3,37033
ENSG00000242020.3,RN7SL68P,310
ENSG00000281646.1,AC008781.1,83
ENSG00000242419.4,PCDHGC4,27983
ENSG00000240764.3,PCDHGC5,23859
ENSG00000131504.14,DIAPH1,104040
ENSG00000246422.2,CTD-2024I7.13,6953
ENSG00000240974.1,CTD-2024I7.1,208
ENSG00000228737.2,AC008781.7,8068
ENSG00000171720.8,HDAC3,15995
ENSG00000164620.7,RELL2,4128
ENSG00000197948.9,FCHSD1,12118
ENSG00000120318.14,ARAP3,28821
ENSG00000278925.1,AC005753.1,618
ENSG00000156453.12,PCDH1,26136
ENSG00000226040.3,AC005740.3,522
ENSG00000081791.7,KIAA0141,18240
ENSG00000113555.5,PCDH12,26157
ENSG00000271871.1,AC005740.6,957
ENSG00000013561.16,RNF14,31964
ENSG00000254099.1,AC005740.5,12051
ENSG00000113552.14,GNPDA1,21293
ENSG00000250347.1,AC005740.4,419
ENSG00000131507.10,NDFIP1,45939
ENSG00000280047.1,CTC-463A16.1,2621
ENSG00000187678.8,SPRY4,16029
ENSG00000281881.1,SPRY4-IT1,703
ENSG00000277968.1,SPRY4-IT1_1,91
ENSG00000274721.1,SPRY4-IT1_2,121
ENSG00000231185.5,AC005592.2,346709
ENSG00000280643.1,AC005215.1,91
ENSG00000225147.1,RPS12P10,377
ENSG00000113578.16,FGF1,105893
ENSG00000261757.1,AC005592.3,1640
ENSG00000236714.1,AC005592.1,15399
ENSG00000145819.14,ARHGAP26,458628
ENSG00000226272.4,ARHGAP26-AS1,9319
ENSG00000230789.1,ARHGAP26-IT1,1667
ENSG00000113580.13,NR3C1,157582
ENSG00000231579.3,RPL7P21,635
ENSG00000279679.1,RP11-278J6.5,256
ENSG00000279130.1,RP11-278J6.4,462
ENSG00000249429.1,CTD-2050E21.1,41496
ENSG00000253023.1,RNU7-156P,74
ENSG00000251205.2,CTD-2050E21.2,3330
ENSG00000249881.1,CTB-57H20.1,223145
ENSG00000266478.1,MIR5197,112
ENSG00000225869.4,CTB-70D19.1,615
ENSG00000158497.2,HMHB1,8559
ENSG00000239390.3,RN7SL87P,288
ENSG00000145817.15,YIPF5,12556
ENSG00000183775.9,KCTD16,314855
ENSG00000249605.1,CTC-218H9.1,15977
ENSG00000250972.1,CKS1BP5,273
ENSG00000213488.4,CTB-85P21.1,849
ENSG00000201423.1,RN7SKP246,317
ENSG00000281461.1,AC005371.1,145
ENSG00000249229.2,NAMPTP2,3937
ENSG00000221467.1,AC132803.1,85
ENSG00000251031.1,CTC-367F4.1,6373
ENSG00000215325.4,ASS1P10,1244
ENSG00000250842.1,CTC-806A22.1,43739
ENSG00000248125.1,CTB-73N10.1,21232
ENSG00000186314.10,PRELID2,363571
ENSG00000249363.1,CTB-78O21.1,990
ENSG00000204928.1,GRXCR2,13236
ENSG00000156463.16,SH3RF2,145213
ENSG00000248493.1,AC005351.1,786
ENSG00000173261.7,PLAC8L1,19984
ENSG00000251556.1,RP11-118M9.3,21007
ENSG00000133706.16,LARS,69623
ENSG00000239602.1,RP11-449H3.1,627
ENSG00000239317.1,RP11-449H3.2,238
ENSG00000275740.1,RP11-449H3.3,135702
ENSG00000091009.7,RBM27,85533
ENSG00000238374.1,RNU7-180P,63
ENSG00000250025.2,CTC-359M8.1,69866
ENSG00000091010.4,POU4F3,1497
ENSG00000271724.1,CTC-359M8.3,629
ENSG00000248842.1,CTB-1H10.1,6379
ENSG00000113649.10,TCERG1,64651
ENSG00000277568.1,uc_338,156
ENSG00000173250.2,GPR151,3088
ENSG00000250407.1,CTB-99A3.1,53779
ENSG00000156475.17,PPP2R2B,503639
ENSG00000241291.3,RN7SL791P,295
ENSG00000248568.1,KRT8P48,1220
ENSG00000265875.1,AC011357.1,70
ENSG00000249553.1,PPP2R2B-IT1,5300
ENSG00000250343.1,CTC-255N20.1,54656
ENSG00000169302.13,STK32A,152890
ENSG00000113657.11,DPYSL3,119246
ENSG00000272239.1,CTB-108O6.2,237
ENSG00000280780.1,JAKMIP2-AS1,102016
ENSG00000176049.14,JAKMIP2,197410
ENSG00000164266.9,SPINK1,7219
ENSG00000249518.1,CTC-327F10.1,1016
ENSG00000164265.7,SCGB3A2,11510
ENSG00000178776.4,C5orf46,25813
ENSG00000248362.1,CTC-327F10.5,793
ENSG00000251320.1,CTC-327F10.4,593
ENSG00000250346.1,EEF1GP2,1243
ENSG00000133710.14,SPINK5,111607
ENSG00000196800.5,SPINK14,5666
ENSG00000178172.5,SPINK6,12344
ENSG00000249503.1,HMGN1P16,283
ENSG00000248109.1,CTC-295J13.3,4025
ENSG00000214510.8,SPINK13,18075
ENSG00000247199.3,RP11-373N22.3,115477
ENSG00000249834.3,PGBD4P3,961
ENSG00000145879.9,SPINK7,3504
ENSG00000204909.6,SPINK9,18647
ENSG00000145868.15,FBXO38,58902
ENSG00000274799.1,Metazoa_SRP,282
ENSG00000251330.3,CTD-2283N19.1,649
ENSG00000164270.16,HTR4,226204
ENSG00000253297.1,CTB-160O22.1,1704
ENSG00000169252.5,ADRB2,3443
ENSG00000169247.10,SH3TC2,139525
ENSG00000272411.1,RP11-44B19.1,314
ENSG00000251842.1,RNU6-732P,103
ENSG00000207714.2,MIR584,111
ENSG00000250072.4,CTC-529P8.1,46471
ENSG00000200161.1,RN7SKP145,303
ENSG00000173210.18,ABLIM3,119060
ENSG00000248647.2,RP11-331K21.1,112822
ENSG00000253406.1,AC012613.2,60283
ENSG00000157510.12,AFAP1L1,69932
ENSG00000164284.13,GRPEL2,9154
ENSG00000253618.1,GRPEL2-AS1,9527
ENSG00000145882.9,PCYOX1L,11647
ENSG00000127743.5,IL17B,32879
ENSG00000253865.1,RP11-394O4.3,2943
ENSG00000249669.6,MIR143HG,21990
ENSG00000275871.1,RP11-394O4.6,2519
ENSG00000208035.1,MIR143,106
ENSG00000269936.3,RP11-394O4.5,2549
ENSG00000276365.1,MIR145,88
ENSG00000113712.15,CSNK1A1,59356
ENSG00000230551.4,CTB-89H12.4,10357
ENSG00000241112.1,RPL29P14,428
ENSG00000183111.10,ARHGEF37,83022
ENSG00000221135.1,AC021078.1,142
ENSG00000222213.1,RNU6-588P,105
ENSG00000221043.2,U3,212
ENSG00000242928.3,RN7SL868P,303
ENSG00000155846.15,PPARGC1B,124725
ENSG00000199047.2,MIR378A,112
ENSG00000132915.9,PDE6A,86839
ENSG00000251583.1,AC008427.2,655
ENSG00000200334.1,Y_RNA,102
ENSG00000155850.7,SLC26A2,32719
ENSG00000164296.6,TIGD6,8050
ENSG00000113716.11,HMGXB3,53097
ENSG00000248696.1,AC011406.2,370
ENSG00000241907.1,RPS20P4,355
ENSG00000182578.12,CSF1R,60082
ENSG00000214485.6,RPL7P1,747
ENSG00000199409.1,Y_RNA,101
ENSG00000113721.12,PDGFRB,42036
ENSG00000113722.15,CDX1,17764
ENSG00000011083.7,SLC6A7,32832
ENSG00000070808.14,CAMK2A,70801
ENSG00000273560.1,AC011372.1,68
ENSG00000183876.8,ARSI,42965
ENSG00000070814.16,TCOF1,42670
ENSG00000019582.13,CD74,11293
ENSG00000164587.10,RPS14,6567
ENSG00000254333.1,CTC-367J11.1,10438
ENSG00000070614.13,NDST1,72394
ENSG00000171992.11,SYNPO,58141
ENSG00000253852.1,CTB-140J7.2,6927
ENSG00000164591.12,MYOZ3,18492
ENSG00000250309.2,CTC-345K18.2,1733
ENSG00000086589.10,RBM22,10314
ENSG00000132912.11,DCTN4,50670
ENSG00000256235.1,SMIM3,18789
ENSG00000237693.4,IRGM,54214
ENSG00000145908.11,ZNF300,10592
ENSG00000197083.10,ZNF300P1,15645
ENSG00000274235.1,CTC-311G1.1,2352
ENSG00000277866.1,CTC-311G1.2,757
ENSG00000279109.1,AC008641.1,494
ENSG00000211445.10,GPX3,8556
ENSG00000145901.13,TNIP1,63633
ENSG00000197043.12,ANXA6,57171
ENSG00000254298.1,CTB-17P3.4,357
ENSG00000198624.11,CCDC69,43094
ENSG00000196743.7,GM2A,58291
ENSG00000186334.8,SLC36A3,27005
ENSG00000186335.7,SLC36A2,32613
ENSG00000270904.1,CTC-224D3.1,355
ENSG00000253897.1,CTB-23I7.1,64920
ENSG00000252270.1,AC034205.1,72
ENSG00000253472.1,CTB-23I7.2,638
ENSG00000271494.1,CTB-23I7.3,2041
ENSG00000123643.11,SLC36A1,55336
ENSG00000200227.1,RNA5SP197,119
ENSG00000086570.11,FAT2,64852
ENSG00000271795.1,CTC-251D13.1,3317
ENSG00000276622.1,MIR6499,62
ENSG00000260581.1,CTB-113P19.4,3175
ENSG00000113140.9,SPARC,26070
ENSG00000249035.5,CTB-113P19.1,47838
ENSG00000222102.1,RN7SKP232,290
ENSG00000272112.1,CTB-113P19.5,526
ENSG00000177556.10,ATOX1,30217
ENSG00000253921.1,CTB-113P19.3,13256
ENSG00000213433.5,RPLP1P6,520
ENSG00000275765.3,RP11-54C4.3,1716
ENSG00000145907.13,G3BP1,41741
ENSG00000145888.9,GLRA1,102330
ENSG00000270978.1,RP11-54C4.2,1906
ENSG00000222308.1,RNA5SP198,127
ENSG00000254226.4,CTB-12O2.1,320878
ENSG00000132911.4,NMUR2,41837
ENSG00000242080.1,CTC-550M4.1,300
ENSG00000249484.7,LINC01470,604579
ENSG00000155511.16,GRIA1,324255
ENSG00000280480.1,AC025156.1,123
ENSG00000242976.3,RN7SL177P,299
ENSG00000251183.1,AC091962.3,11560
ENSG00000261382.1,RP11-461L18.1,1765
ENSG00000055147.16,FAM114A2,48809
ENSG00000037749.10,MFAP3,181573
ENSG00000251710.1,AC010295.1,76
ENSG00000164574.14,GALNT10,230255
ENSG00000245275.6,SAP30L-AS1,116414
ENSG00000253119.1,HNRNPA3P7,982
ENSG00000221070.1,AC008625.1,95
ENSG00000221430.1,MIR1294,142
ENSG00000241963.3,RN7SL655P,298
ENSG00000164576.10,SAP30L,15098
ENSG00000113196.2,HAND1,3293
ENSG00000254293.1,CTB-158E9.1,2234
ENSG00000253886.1,CTB-158E9.2,1168
ENSG00000253146.1,CIR1P1,1133
ENSG00000264760.1,MIR3141,61
ENSG00000221552.1,MIR1303,86
ENSG00000274472.1,Y_RNA,102
ENSG00000155506.15,LARP1,104706
ENSG00000272197.2,Metazoa_SRP,307
ENSG00000241187.1,CTC-209L16.1,464
ENSG00000170271.9,FAXDC2,40762
ENSG00000277039.1,Metazoa_SRP,316
ENSG00000263361.1,MIR378H,83
ENSG00000155508.12,CNOT8,19241
ENSG00000082516.8,GEMIN5,50794
ENSG00000082515.15,MRPL22,28342
ENSG00000253261.1,CTC-280C13.1,848
ENSG00000226650.5,KIF4B,4378
ENSG00000221131.2,AC008410.1,87
ENSG00000253646.1,CTD-2311A18.1,1141
ENSG00000271477.1,CTC-447K7.1,1063
ENSG00000270442.1,CTB-95D12.1,2263
ENSG00000200275.1,RNA5SP199,92
ENSG00000280546.1,AC140677.1,59
ENSG00000170624.12,SGCD,897445
ENSG00000253370.2,CTB-56J15.1,110
ENSG00000279646.1,AC016577.1,1849
ENSG00000254163.1,CTC-340I23.2,35755
ENSG00000199468.1,RNU6-556P,105
ENSG00000231989.3,PPP1R2P3,612
ENSG00000145850.7,TIMD4,43974
ENSG00000270560.1,APOOP1,592
ENSG00000113249.11,HAVCR1,29707
ENSG00000135077.7,HAVCR2,57038
ENSG00000254246.1,CTB-120L21.1,10113
ENSG00000155868.7,MED7,21608
ENSG00000113263.11,ITK,112259
ENSG00000170613.4,FAM71B,4419
ENSG00000253980.1,CTB-4E7.1,25139
ENSG00000222086.1,AC010609.1,115
ENSG00000253653.1,CTC-248O19.1,6504
ENSG00000055163.17,CYFIP2,129517
ENSG00000172568.4,FNDC9,4122
ENSG00000251405.2,CTB-109A12.1,97464
ENSG00000248544.2,CTB-47B11.3,9210
ENSG00000135074.14,ADAM19,180242
ENSG00000253155.1,CTB-47B11.1,435
ENSG00000172548.13,NIPAL4,14699
ENSG00000253519.1,AC106801.1,3135
ENSG00000252068.1,RNU6-390P,103
ENSG00000254336.1,AC008694.2,931
ENSG00000039600.9,SOX30,45802
ENSG00000187658.6,C5orf52,8591
ENSG00000253798.1,AC008694.3,7282
ENSG00000113272.12,THG1L,10252
ENSG00000155858.5,LSM11,17015
ENSG00000253630.1,CTC-370J7.1,204
ENSG00000113282.12,CLINT1,73433
ENSG00000206819.1,RNU6-260P,107
ENSG00000244331.1,CTB-47B8.1,306
ENSG00000222626.1,RNU2-48P,191
ENSG00000253743.1,MARK2P11,5333
ENSG00000213414.3,CTB-47B8.5,1561
ENSG00000253422.1,CTB-47B8.4,666
ENSG00000253792.1,CTC-436K13.5,2822
ENSG00000253673.1,CTC-436K13.1,24621
ENSG00000254047.2,CTC-436K13.4,935
ENSG00000253449.1,CTC-436K13.6,9025
ENSG00000253424.1,CTC-436K13.3,2300
ENSG00000253134.1,CTC-436K13.2,3103
ENSG00000276778.1,RP11-524N5.1,89091
ENSG00000254350.1,RP11-542A14.1,28174
ENSG00000272085.1,RP11-542A14.2,214
ENSG00000254135.1,RP11-32D16.1,49249
ENSG00000281605.1,AC091939.1,95
ENSG00000164330.15,EBF1,403846
ENSG00000253811.1,CTD-2363C16.1,1784
ENSG00000253456.1,CTD-2363C16.2,1394
ENSG00000245812.2,RP11-175K6.1,16996
ENSG00000279204.1,RP11-175K6.2,2238
ENSG00000145860.10,RNF145,52645
ENSG00000253256.1,CTB-11I22.1,38876
ENSG00000253315.1,CTB-11I22.2,17413
ENSG00000252458.1,SNORA68,129
ENSG00000280648.1,AC011376.1,85
ENSG00000164332.7,UBLCP1,22960
ENSG00000249738.5,AC008697.1,51902
ENSG00000113302.4,IL12B,16105
ENSG00000221601.1,RNU4ATAC2P,126
ENSG00000253298.1,AC008703.1,17721
ENSG00000266432.1,AC008703.2,73
ENSG00000254199.1,AC008691.1,12829
ENSG00000253311.1,AC011343.1,94613
ENSG00000170214.3,ADRA1B,55762
ENSG00000248626.1,GAPDHP40,1006
ENSG00000199398.1,Y_RNA,102
ENSG00000113312.9,TTC1,56431
ENSG00000223908.5,AC068657.2,306
ENSG00000170234.11,PWWP2A,57623
ENSG00000280834.1,U6,97
ENSG00000170231.14,FABP6,51369
ENSG00000247699.2,CTB-127C13.1,9083
ENSG00000253772.1,RP11-34P1.1,701
ENSG00000135083.13,CCNJL,93745
ENSG00000254373.1,RP11-34P1.2,333
ENSG00000270612.1,RP11-34P1.4,277
ENSG00000145861.7,C1QTNF2,22891
ENSG00000221886.3,ZBED8,6950
ENSG00000164609.8,SLU7,20071
ENSG00000164611.11,PTTG1,6923
ENSG00000253522.3,CTC-231O11.1,19159
ENSG00000265237.1,MIR3142,82
ENSG00000277727.1,MIR146A,99
ENSG00000118322.11,ATP10B,289095
ENSG00000253687.1,CTC-348L5.1,25311
ENSG00000239192.1,AC011363.1,95
ENSG00000254391.1,CTC-529G1.1,7539
ENSG00000253417.4,RP11-109J4.1,6849
